Name,Contact_Number,Gender,Age ,10th_percentage,Tenthth_Board,12th_percentage,12th_board,12th_field,Degree_Field,Degree_Percentage,History_Of_Backlogs,English_Test_Percentage,Department_Applied_To,MBA_Grade,Work_Experience,Salary_expectations_per_month
TABOR,6840484801,M,23,47,Others,14,Others,Science,BTECH,60,1,72,Teaching,87,0,3
MOHR,7565276486,M,26,65,Central,42,Others,Science,MED,60,1,59,Teaching,,1,2
GALLO,8334719269,M,22,88,Central,61,Central,Commerce,BBA,50,0,90,Mkt&Fin,,1,4
BERMUDEZ,9310575508,M,26,83,Central,54,Central,Science,MED,60,1,48,Teaching,,1,5
PEREIRA,7978846613,M,21,85,Central,96,Central,Science,BTECH,50,0,43,Teaching,86,0,4
ISAAC,6914717445,M,24,59,Others,67,Others,Science,MED,60,1,74,Teaching,,0,5
BLISS,9549718034,M,21,65,Others,71,Others,Commerce,BBA,50,0,75,Mkt&Fin,,0,5
REAVES,7031641223,M,24,73,Central,17,Central,Science,MED,60,0,51,Teaching,,0,3
FLINT,8992306098,F,22,53,Central,36,Central,Commerce,BBA,50,1,92,Mkt&Fin,,1,3
COMER,6890685561,M,27,45,Central,94,Central,Science,MED,60,0,39,Teaching,,2,5
BOSTON,7350442018,M,23,73,Central,47,Central,Science,BTECH,60,1,77,Teaching,29,1,2
WOODALL,7780441603,M,22,70,Central,71,Central,Science,BTECH,60,0,46,Teaching,41,2,3
NAQUIN,7971917721,M,21,37,Central,19,Others,Commerce,Commerce,50,0,89,Mkt&Fin,,0,5
GUEVARA,8012801630,M,21,81,Central,91,Central,Commerce,BBA,60,1,47,Mkt&Fin,,0,5
EARL,9069585773,M,22,97,Central,96,Central,Commerce,Commerce,50,0,58,Mkt&Fin,,1,1
DELONG,8387890419,M,24,67,Central,0,Central,Science,MED,60,0,57,Teaching,,0,4
CARRIER,7965044867,M,24,88,Central,83,Central,Science,MED,50,0,79,Teaching,,0,2
PICKENS,8769378330,M,21,77,Central,75,Central,Commerce,Commerce,50,1,66,Mkt&Fin,,0,5
BRAND,9460216793,M,22,76,Central,89,Central,Commerce,BBA,60,1,71,Mkt&Fin,,1,5
TILLEY,8468761632,M,20,86,Others,17,Others,Science,BTECH,60,0,60,Teaching,75,0,1
SCHAFFER,7669347228,M,23,63,Others,83,Others,Commerce,BBA,50,1,73,Mkt&Fin,,2,3
READ,6382403788,M,23,65,Others,18,Others,Science,BTECH,60,1,57,Teaching,75,3,3
LIM,8531054868,M,21,78,Others,98,Others,Science,BTECH,50,0,84,Teaching,39,1,4
KNUTSON,8329390915,M,22,67,Others,83,Others,Science,BTECH,60,0,73,Teaching,74,1,1
FENTON,6703585755,M,21,46,Others,77,Others,Commerce,Commerce,60,0,55,Mkt&Fin,,0,3
DORAN,7616676312,M,24,71,Others,9,Central,Science,BTECH,60,0,79,Teaching,46,0,3
CHU,7399969682,M,22,40,Others,18,Others,Commerce,Commerce,60,0,75,Mkt&Fin,,1,4
VOGT,6664338894,M,22,90,Others,68, ,Science,BTECH,60,0,64,Teaching,57,0,5
VANN,8109892388,M,22,81,Others,29,Others,Science,BTECH,60,0,60,Teaching,42,0,3
PRESCOTT,9593855942,M,26,56,Central,64,Central,Science,MED,60,0,84,Teaching,,1,5
MCLAIN,7337367721,M,21,67,Central,16,Central,Commerce,Commerce,60,0,69,Mkt&Fin,,0,5
LANDIS,7874415312,M,24,80,Central,79,Central,Science,BTECH,60,1,72,Teaching,61,0,2
CORCORAN,9307274446,M,20,74,Central,98,Central,Science,BTECH,60,0,77,Teaching,85,0,2
AMBROSE,9567685061,M,26,69,Others,13,Others,Science,MED,60,0,90,Teaching,,1,3
ZAPATA,8116257934,M,26,99,Others,48,Others,Science,MED,50,0,55,Teaching,,1,2
HYATT,8160280400,M,21,51,Central,77,Central,Commerce,Commerce,50,0,95,Mkt&Fin,,0,2
HEMPHILL,7302347320,F,22,53,Central,77,Central,Commerce,Commerce,50,0,58,Mkt&Fin,,1,5
FAULK,7692384888,M,26,49,Central,15,Central,Science,MED,60,0,68,Teaching,,1,3
CALL,9450004419,M,21,73,Others,39,Others,Science,BED,60,0,59,Teaching,,1,3
DOVE,6991519417,M,20,66,Others,53,Others,Science,BED,50,0,77,Teaching,73,0,5
BOUDREAUX,7062125596,M,20,67,Central,15,Others,Commerce,BED,60,0,72,Mkt&Fin,,0,4
ARAGON,8518473895,M,21,68,Others,37,Others,Commerce,BED,60,0,58,Mkt&Fin,,1,5
WHITLOCK,9400986345,M,20,59,Others,54,Central,Science,BED,50,0,81,Teaching,,0,1
TREJO,6570642952,M,21,71,Others,72,Others,Science,BED,60,0,62,Teaching,,1,1
TACKETT,9283473565,M,20,77,Others,86,Others,Science,BED,60,0,63,Teaching,78,0,5
SHEARER,7003826626,M,20,83,Central,24,Central,Commerce,BED,60,0,72,Mkt&Fin,,0,4
,,,,,,,,,,,,,,,,
HANKS,7399853792,F,21,56,Central,62,Central,Commerce,BED,80,0,62,Mkt&Fin,,1,2
GOLD,6992780808,M,24,67,Others,70,Others,Science,BED,70,0,71,Teaching,,3,3
DRIVER,6594607541,M,22,75,Others,24,Others,Science,BED,70,1,60,Teaching,49,2,3
MCKINNON,6438114160,F,20,71,Central,36,Central,Commerce,BED,70,0,48,Mkt&Fin,,0,4
KOEHLER,7027203813,M,21,43,Central,25,Central,Science,BED,70,0,73,Teaching,72,1,3
CHAMPAGNE,9167563323,M,20,41,Others,30,Others,Science,BTECH,60,0,67,Teaching,68,1,1
BOURGEOIS,9324210676,M,22,82,Others,89,Others,Commerce,Commerce,60,0,78,Mkt&Fin,,1,2
POOL,8383165422,M,21,61,Central,38,Others,Commerce,Commerce,80,0,65,Mkt&Fin,,0,2
KEYES,7048972317,F,22,28,Central,89,Others,Science,BTECH,60,0,58,Teaching,68,1,5
GOODSON,7323779446,F,22,82,Others,78,Others,Commerce,Commerce,60,0,72,Mkt&Fin,,1,5
FOOTE,7526629256,M,22,41,Central,80,Central,Science,BTECH,70,0,44,Technical,,0,3
EARLY,6924760492,M,23,71,Central,6,Others,Science,BTECH,80,0,79,Technical,,1,3
LUNSFORD,8770272098,M,23,47,Central,3,Others,Science,BTECH,80,0,85,Technical,,1,4
GOLDSMITH,7165940003,F,23,62,Central,67,Central,Science,BTECH,70,0,56,Technical,,1,3
FLOOD,9307382312,M,22,90,Central,73,Central,Commerce,Commerce,60,0,90,Mkt&Fin,,1,3
WINSLOW,8043086848,M,21,83,Others,90,Others,Commerce,Commerce,70,0,85,Mkt&Fin,,0,3
SAMS,6654268301,M,23,61,Others,18,Others,Commerce,Commerce,60,0,59,Mkt&Fin,,2,5
REAGAN,8905555600,M,22,76,Others,38,Others,Science,BTECH,80,0,81,Technical,,0,3
MCCLOUD,7071055752,F,22,49,Others,13,Others,Commerce,Commerce,60,0,51,Mkt&Fin,,1,4
HOUGH,6389487555,M,22,24,Others,16,Others,Science,BTECH,80,0,79,Technical,,0,1
ESQUIVEL,7614538162,M,21,35,Others,26,Others,Commerce,Commerce,80,0,38,Mkt&Fin,,0,1
NAYLOR,9175407502,M,22,58,Central,78,Central,Commerce,Commerce,80,0,65,Mkt&Fin,,1,1
LOOMIS,6538540756,F,22,61,Central,35,Central,Science,BTECH,80,0,65,Technical,,0,2
CORONADO,8463681126,M,23,69,Others,59,Others,Science,BTECH,70,0,62,Technical,,1,4
LUDWIG,8254437002,M,22,67,Others,18,Others,Commerce,Commerce,60,0,66,Mkt&Fin,,1,5
BRASWELL,7044870304,M,22,79,Others,28,Others,Science,BTECH,70,0,74,Technical,,0,2
BEARDEN,8034363831,M,22,72,Central,84,Others,Commerce,Commerce,60,0,84,Mkt&Fin,,1,4
SHERRILL,8062605357,F,23,62,Central,2,Central,Science,BTECH,60,0,52,Technical,,1,1
HUANG,6628293267,M,23,77,Central,85,Others,Science,BTECH,60,0,68,Technical,,1,3
FAGAN,9434584682,M,21,75,Others,58,Central,Commerce,BBA,60,1,70,Mkt&Fin,,0,4
EZELL,7886585836,M,22,87,Others,49,Others,Science,BTECH,80,1,84,Technical,,0,2
EDMONDSON,7987776682,M,22,52,Others,72,Others,Science,BTECH,60,0,60,Technical,,0,1
CYR,8490976071,M,23,66,Central,41,Central,Science,BTECH,60,0,55,Technical,,1,2
CRONIN,8305750558,F,21,63,Others,78,Others,Commerce,BBA,70,1,73,Mkt&Fin,,0,4
NUNN,8206005551,M,22,46,Others,50,Others,Science,BTECH,70,0,80,Technical,,0,5
LEMON,7241481763,M,22,59,Central,52,Central,Science,BTECH,80,0,94,Technical,,0,3
GUILLORY,9369021040,M,22,61,Others,44,Others,Science,BTECH,60,1,85,Technical,,0,4
GRIER,6683568037,M,23,63,Central,1,Others,Science,BTECH,60,1,76,Technical,,1,4
DUBOSE,6830609545,M,23,42,Others,74,Others,Science,BTECH,60,0,81,Technical,,1,3
TRAYLOR,6575915942,M,23,59,Others,91,Others,Science,BTECH,80,0,74,Technical,,1,5
RYDER,7200199811,M,21,80,Central,81,Central,Commerce,Commerce,60,0,45,Mkt&Fin,,0,4
DOBBINS,6708002327,F,22,58,Central,95,Central,Commerce,BBA,60,1,75,Mkt&Fin,,1,4
COYLE,8732387205,M,21,85,Others,41,Others,Commerce,Commerce,60,0,54,Mkt&Fin,,0,2
APONTE,7864697787,M,23,52,Others,64,Others,Commerce,BBA,80,0,31,Mkt&Fin,,2,3
WHITMORE,7805632311,M,23,27,Central,16,Central,Science,BTECH,80,0,47,Technical,,1,2
SMALLS,7290249527,M,22,59,Central,2,Central,Science,BTECH,70,0,64,Technical,,0,4
ROWAN,9109458483,F,21,49,Central,93,Central,Commerce,Commerce,80,1,84,Mkt&Fin,,0,1
MALLOY,6907332195,M,22,69,Central,41,Central,Commerce,BBA,60,0,80,Mkt&Fin,,1,5
CARDONA,8115395212,M,21,61,Central,57,Others,Commerce,BBA,80,0,86,Mkt&Fin,,0,2
BRAXTON,6358128327,M,22,44,Central,91,Central,Science,BTECH,70,1,59,Technical,,0,4
BORDEN,6886111431,M,23,73,Central,8,Others,Science,BTECH,70,0,70,Technical,,1,1
HUMPHRIES,6450399199,M,21,84,Central,72,Central,Commerce,BBA,60,1,72,Mkt&Fin,,0,3
CARRASCO,8423461013,M,21,45,Central,77,Others,Commerce,BBA,70,0,91,Mkt&Fin,,0,4
RUFF,7754893121,M,22,74,Others,8,Others,Science,BTECH,80,0,90,Technical,,0,5
METZGER,8129358947,F,22,82,Central,38,Central,Commerce,BBA,60,0,90,Mkt&Fin,,1,2
HUNTLEY,8277271768,M,21,59,Others,41,Others,Commerce,Commerce,70,0,52,Mkt&Fin,,0,5
HINOJOSA,8526133218,M,23,46,Central,24,Central,Science,BTECH,60,0,87,Technical,,1,2
FINNEY,7555339211,F,22,80,Central,42,Others,Commerce,Commerce,70,0,58,Mkt&Fin,,1,3
MADSEN,8139173894,M,21,85,Central,5,Others,Commerce,BBA,60,0,67,Mkt&Fin,,0,2
HONG,7542794650,F,23,71,Others,8,Others,Science,BTECH,70,1,68,Technical,,1,1
HILLS,8942413270,M,23,66,Others,42,Others,Science,BTECH,80,0,69,Technical,,1,1
ERNST,6521005838,F,22,80,Central,96,Central,Commerce,BBA,80,0,86,Mkt&Fin,,1,3
DOZIER,8244016089,M,22,87,Central,12,Others,Science,BTECH,70,1,54,Technical,,0,2
BURKHART,6956523267,M,22,79,Central,99,Central,Commerce,BBA,70,0,60,Mkt&Fin,,1,4
BOWSER,6543973980,M,21,38,Others,94,Others,Commerce,Commerce,70,0,86,Mkt&Fin,,0,2
PERALTA,7991815249,M,23,38,Others,36,Others,Commerce,BBA,60,0,60,Mkt&Fin,,2,4
DAIGLE,6648251719,M,23,67,Others,78,Others,Science,BTECH,80,0,82,Technical,,1,5
WHITTINGTON,8691752605,M,23,64,Central,36,Others,Science,BTECH,80,0,50,Technical,,1,1
SORENSON,6557603290,F,22,57,Others,24,Others,Commerce,Commerce,60,0,64,Mkt&Fin,,1,1
SAUCEDO,7366946305,M,22,62,Central,37,Central,Science,BTECH,80,0,64,Technical,,0,4
ROCHE,7668287125,M,22,73,Others,82,Others,Science,BTECH,70,0,82,Technical,,0,5
REDDING,7084232164,M,22,73,Central,67,Central,Science,BTECH,80,0,57,Technical,,0,4
LOYD,7131775520,M,21,77,Central,90,Central,Commerce,BBA,70,1,77,Mkt&Fin,,0,3
FUGATE,8999176479,M,22,76,Others,38,Others,Science,BTECH,60,0,52,Technical,,0,2
AVALOS,7923588497,M,22,57,Central,94,Others,Science,BTECH,70,0,58,Technical,,0,4
WAITE,8477416425,M,22,65,Central,57,Central,Commerce,BBA,60,1,44,Mkt&Fin,,1,2
LIND,7349801948,M,22,48,Others,85,Others,Science,BTECH,60,0,77,Technical,,0,3
HUSTON,6867645785,M,23,50,Central,48,Central,Science,BTECH,60,0,65,Technical,,1,4
HAY,8485334763,M,21,85,Central,57,Central,Commerce,BBA,80,0,85,Mkt&Fin,,0,4
BENEDICT,6824143376,M,21,74,Others,0,Others,Commerce,Commerce,60,0,85,Mkt&Fin,,0,2
HAWTHORNE,7837268813,M,22,60,Others,7,Others,Science,BTECH,70,0,54,Technical,,0,5
HAMBY,8597466047,F,23,59,Central,17,Central,Science,BTECH,70,0,72,Technical,,1,2
BOYLES,8622881423,M,22,53,Central,4,Others,Commerce,BBA,60,0,75,Mkt&Fin,,1,5
BOLES,9140025457,M,23,49,Central,83,Others,Commerce,BBA,80,1,67,Mkt&Fin,,2,1
REGAN,9013909446,M,24,88,Others,92,Others,Science,BTECH,80,0,68,Technical,,2,5
FAUST,7747571045,M,24,54,Others,56,Others,Science,BTECH,80,0,85,Technical,,2,2
CROOK,6818570031,M,22,63,Central,23,Others,Science,BTECH,80,0,67,Technical,,0,3
BEAM,8097743886,M,22,65,Central,29,Others,Commerce,Commerce,80,0,64,Mkt&Fin,,1,5
BARGER,6835901887,F,22,82,Central,81,Others,Science,BTECH,70,0,97,Technical,,0,2
HINDS,9305739298,M,21,52,Central,95,Central,Commerce,BBA,60,0,68,Mkt&Fin,,0,5
GALLARDO,9356728475,M,21,87,Others,57,Central,Commerce,BBA,70,1,79,Mkt&Fin,,0,1
ELIAS,8403990312,M,21,70,Others,16,Others,Commerce,Commerce,60,1,49,Mkt&Fin,,0,5
WILLOUGHBY,7589407565,M,23,84,Central,27,Central,Science,BTECH,70,0,73,Technical,,1,3
WILLINGHAM,8941315063,F,22,71,Central,59,Others,Commerce,BBA,60,0,62,Mkt&Fin,,1,5
WILBURN,7399805657,M,24,63,Central,32,Central,Science,BTECH,70,1,86,Technical,,2,5
ECKERT,6533207332,M,22,51,Central,37,Others,Commerce,BBA,70,0,42,Mkt&Fin,,1,4
BUSCH,8040876829,M,23,84,Others,6,Others,Science,BTECH,70,0,71,Technical,,1,4
ZEPEDA,7738767647,M,22,71,Others,83,Others,Commerce,BBA,70,0,93,Mkt&Fin,,1,5
WORTHINGTON,9022348292,M,22,74,Others,81,Others,Science,BTECH,70,0,82,Technical,,0,2
TINSLEY,8977436996,F,23,68,Central,50,Others,Science,BTECH,70,1,53,Technical,,1,4
RUSS,8960041018,M,21,57,Central,89,Central,Commerce,Commerce,70,0,42,Mkt&Fin, ,0,3
LI,8285160390,M,23,82,Central,45,Central,Science,BTECH,70,0,74,Technical,,1,5
HOFF,7920132427,M,22,57,Central,83,Central,Science,BTECH,60,1,51,Technical,,0,1
HAWLEY,7377024954,F,23,47,Central,29,Central,Science,BTECH,70,0,58,Technical,,1,2
CARMONA,6821178794,M,21,59,Central,38,Central,Commerce,BBA,70,1,72,Mkt&Fin,,0,3
VARELA,8918612947,M,23,41,Others,30,Central,Science,BTECH,70,0,84,Technical,,1,1
RECTOR,7691175682,M,22,62,Others,69,Others,Commerce,Commerce,80,0,90,Mkt&Fin,,1,5
NEWCOMB,8990873376,F,22,86,Central,24,Others,Science,BTECH,70,0,62,Technical,,0,3
MALLORY,9237055507,M,24,69,Others,41,Others,Science,BTECH,70,0,64,Technical,,2,3
KINSEY,8837251394,M,22,65,Central,72,Central,Science,BTECH,60,1,82,Technical,,0,4
DUBE,7376694855,M,21,68,Central,80,Central,Commerce,Commerce,80,0,61,Mkt&Fin,,0,5
WHATLEY,7818562936,M,21,64,Others,19,Others,Commerce,BBA,60,0,72,Mkt&Fin,,0,5
STRANGE,9511180095,M,21,61,Central,7,Others,Commerce,Commerce,80,0,76,Mkt&Fin,,0,3
RAGSDALE,8125722221,M,22,61,Central,82,Central,Science,BTECH,60,0,64,Technical,,0,1
IVY,7433184485,M,22,47,Others,18,Others,Science,BTECH,60,1,70,Technical,,0,1
BERNSTEIN,9041274181,M,27,73,Central,54,Others,Commerce,MBA,60,0,73,Mkt&Fin,77,2,1
BECERRA,8989506749,M,22,50,Others,84,Others,Commerce,Commerce,70,0,46,Mkt&Fin,,1,1
YOST,6808977897,F,22,75,Central,81,Central,Science,BTECH,80,0,51,Technical,,0,4
MATTSON,9154769918,F,24,75,Central,13,Others,Commerce,MBA,60,1,76,Mkt&Fin,68,0,1
LY,7296044216,M,22,70,Others,91,Others,Science,BTECH,60,1,100,Technical,,0,4
FELDER,8558318537,M,24,89,Others,20,Others,Commerce,,60,0,72, ,64,1,1
CHEEK,8929004077,F,23,67,Central,29,Central,Science,BTECH,80,0,65,Technical,,1,5
LUKE,7532852727,F,26,78,Others,40,Others,Commerce,MBA,60,1,51,Mkt&Fin,79,1,5
HANDY,6634867545,M,24,59,Others,20,Others,Science,BTECH,80,0,85,Technical,,2,2
GROSSMAN,8705321517,M,21,73,Others,34,Others,Commerce,Commerce,80,0,92,Mkt&Fin,,0,3
GAUTHIER,8150546228,F,23,79,Others,98,Others,Science,BTECH,60,0,67,Technical,,1,1
ESCOBEDO,8100458310,M,22,67,Others,89,Others,Science,BTECH,60,1,74,Technical,,0,4
BRADEN,6658507520,M,23,69,Others,73,Others,Science,BTECH,80,0,62,Technical,,1,3
BECKMAN,8387324494,M,22,86,Others,84,Others,Commerce,Commerce,80,1,34,Mkt&Fin,,1,1
MOTT,7472308895,M,22,47,Central,80,Others,Science,BTECH,70,1,29,Technical,,0,5
HILLMAN,8248702219,M,22,81,Central,59,Others,Science,BTECH,70,0,78,Technical,,0,5
GIL,7382103191,M,24,64,Others,36,Others,Science,BTECH,60,0,54,Technical,,2,2
FLAHERTY,7514249929,M,22,100,Central,98,Central,Science,BTECH,80,0,78,Technical,,0,3
DYKES,9032966306,M,24,65,Central,41,Others,Commerce,MBA,80,0,84,Mkt&Fin,54,0,2
DOE,9303720252,M,27,65,Central,70,Others,Commerce,MBA,80,1,78,Mkt&Fin,72,2,5
STOCKTON,7735260546,M,23,53,Others,89,Others,Science,BTECH,70,0,48,Technical,,1,5
STEARNS,6765757121,M,22,37,Central,70,Central,Science,BTECH,70,0,100,Technical,,0,5
LOFTON,7363631850,M,23,79,Others,73,Others,Science,BTECH,80,0,84,Technical,,1,4
KITCHEN,8824782253,M,27,53,Central,42,Central,Commerce,MBA,70,0,77,Mkt&Fin,62,2,1
COATS,9452393581,M,24,100,Central,19,Central,Commerce,MBA,70,0,48,Mkt&Fin,70,0,5
CAVAZOS,8039248888,F,23,72,Central,45,Central,Science,BTECH,80,0,84,Technical,,1,1
BEAVERS,6558089702,M,23,53,Others,83,Others,Science,BTECH,80,0,75,Technical,,1,2
BARRIOS,6622184796,M,26,54,Central,62,Others,Science,MTECH,70,0,64,Technical,,1,5
TANG,9077036367,M,21,71,Others,38,Central,Commerce,Commerce,70,0,42,Mkt&Fin,,0,5
PARISH,7180639650,F,24,77,Others,30,Central,Science,MTECH,80,1,84,Technical,,0,2
MOSHER,7427283532,M,24,75,Central,17,Central,Commerce,MBA,80,0,61,Mkt&Fin,38,0,4
LINCOLN,6514290419,F,26,84,Central,63,Central,Science,MTECH,80,0,62,Technical,,1,5
CARDWELL,6964902318,F,26,26,Others,38,Others,Science,MTECH,80,1,61,Technical,,1,2
COLES,7687418158,M,24,72,Central,0,Central,Commerce,MBA,70,0,70,Mkt&Fin,80,0,3
BURNHAM,6492340899,M,24,77,Others,86,Others,Science,MTECH,80,0,100,Technical,,0,1
WELLER,7986689532,M,26,91,Others,14,Others,Science,MTECH,70,1,61,Technical,,1,1
LEMONS,9314055359,M,24,83,Central,60,Central,Commerce,MBA,80,0,77,Mkt&Fin,67,0,2
BEEBE,6437965918,M,24,63,Others,55,Others,Science,MTECH,70,1,96,Technical,,0,3
AGUILERA,7536025497,M,26,68,Others,37,Others,Science,MTECH,80,1,70,Technical,,1,1
RING,6644709938,M,26,59,Central,97,Others,Science,MTECH,80,0,53,Technical,,1,1
PARNELL,7853401314,F,26,90,Central,56,Central,Commerce,MBA,80,0,66,Mkt&Fin,38,1,1
HARMAN,8801016455,F,21,71,Others,4,Others,Commerce,Commerce,80,0,65,Mkt&Fin,,0,2
COUTURE,8453007652,M,21,76,Others,6,Others,Commerce,Commerce,80,1,70,Mkt&Fin,,0,5
ALLEY,6555863054,M,21,80,Others,97,Others,Commerce,Commerce,80,1,64,Mkt&Fin,,0,5
SCHUMACHER,7970623393,F,26,55,Central,84,Central,Commerce,MBA,70,0,56,Mkt&Fin,78,1,2
REDD,7807604347,M,26,76,Central,18,Others,Commerce,MBA,70,0,61,Mkt&Fin,35,1,5
DOBBS,7851780213,M,24,73,Central,40,Others,Commerce,MBA,80,0,43,Mkt&Fin,59,0,4
BLUM,6723139765,M,24,52,Central,69,Central,Commerce,Commerce,70,0,56,Mkt&Fin,,3,1
BLALOCK,7888233647,M,21,68,Others,86,Others,Commerce,Commerce,70,0,74,Mkt&Fin,,0,2
MERCHANT,7709208046,M,24,59,Others,11,Others,Commerce,MBA,70,0,57,Mkt&Fin,84,0,2
ENNIS,7076910222,M,22,49,Others,71,Others,Commerce,Commerce,70,0,71,Mkt&Fin,,1,3
DENSON,7790158702,F,26,70,Others,26,Others,Commerce,MBA,80,0,75,Mkt&Fin,85,1,3
COTTRELL,8323782284,M,24,61,Central,33,Others,Commerce,MBA,80,0,87,Mkt&Fin,58,0,2
CHESTER,7430995609,M,26,60,Others,37,Others,Commerce,MBA,80,0,63,Mkt&Fin,49,1,5
BRANNON,7275698781,M,27,64,Central,76,Others,Commerce,MBA,70,0,57,Mkt&Fin,72,2,3
BAGLEY,6656246992,M,26,79,Central,88,Central,Commerce,MBA,80,1,58,Mkt&Fin,41,1,3
AVILES,6579996760,F,26,65,Central,67,Central,Commerce,MBA,80,0,81,Mkt&Fin,78,1,5
WATT,7665968331,M,26,64,Central,92,Central,Commerce,MBA,80,0,68,Mkt&Fin,50,1,3
SOUSA,7146175048,M,26,83,Others,22,Others,Commerce,MBA,80,1,66,Mkt&Fin,52,1,3
ROSENTHAL,9053114314,F,26,81,Others,26,Others,Commerce,MBA,70,0,91,Mkt&Fin,44,1,4
ROONEY,8976952393,M,21,54,Central,23,Central,Commerce,Commerce,80,0,66,Mkt&Fin,,0,2
DIETZ,7718240961,M,24,68,Central,61,Central,Commerce,MBA,70,0,62,Mkt&Fin,74,0,5
BLANK,7134490627,M,26,54,Central,30,Central,Commerce,MBA,70,0,68,Mkt&Fin,91,1,3
PAQUETTE,7892625869,M,28,59,Central,1,Central,Commerce,MBA,70, ,61,Mkt&Fin,81,3,4
MCCLELLAND,8864314596,M,24,66,Central,36,Central,Commerce,MBA,70,0,82,Mkt&Fin,95,0,4
DUFF,9191292489,F,26,76,Central,8,Others,Commerce,MBA,70,0,58,Mkt&Fin,41,1,1
VELASCO,9356869029,M,24,74,Central,74,Central,Commerce,MBA,70,0,50,Mkt&Fin,64,0,5
LENTZ,8557720417,F,24,94,Central,68,Central,Commerce,Commerce,80,0,75,Mkt&Fin,,3,5
GRUBB,7056869059,M,23,63,Central,71,Central,Commerce,Commerce,80,1,73,Mkt&Fin,,2,5
BURROWS,9284418281,F,26,95,Central,6,Central,Commerce,MBA,80,0,77,Mkt&Fin,93,1,4
BARBOUR,7414510509,M,26,40,Central,12,Central,Commerce,MBA,80,0,74,Mkt&Fin,41,1,1
ULRICH,6920685943,M,24,82,Central,68,Central,Commerce,MBA,80,0,52,Mkt&Fin,57,0,5
SHOCKLEY,7139446512,M,26,68,Others,28,Others,Commerce,MBA,80,0,69,Mkt&Fin,91,1,5
RADER,8763890658,M,22,55,Others,94,Others,Commerce,Commerce,80,0,57,Mkt&Fin,,1,1
GERMAN,9215663713,M,26,79,Others,53,Others,Commerce,MBA,70,0,87,Mkt&Fin,72,1,4
BEYER,7443957283,F,26,86,Others,75,Others,Commerce,MBA,70,0,100,Mkt&Fin,77,1,2
MIXON,7855479559,M,22,76,Others,73,Others,Commerce,Commerce,80,1,63,Mkt&Fin,,1,4
LAYTON,6393249534,M,22,64,Others,11,Others,Commerce,BBA,70,0,81,Mkt&Fin,,1,1
ALTMAN,8059240834,M,21,62,Others,75,Central,Commerce,BBA,70,0,58,Mkt&Fin,,0,4
ALONZO,7460805822,M,23,54,Others,7,Others,Commerce,Commerce,70,0,54,Mkt&Fin,,2,2
WEATHERS,9423282237,M,21,77,Others,25,Others,Commerce,BBA,70,0,100,Mkt&Fin,,0,1
TITUS,8295484908,M,21,76,Others,61,Others,Commerce,Commerce,80,0,76,Mkt&Fin,,0,2
STONER,6970376581,M,21,74,Central,79,Central,Science,BBA,70,0,57,Mkt&HR,,0,1
SQUIRES,6399137204,M,21,66,Central,44,Central,Commerce,BBA,80,0,70,Mkt&Fin,,0,4
SHIPP,9414535832,M,24,66,Central,9,Central,Science,MBA,80,0,68,Mkt&HR,96,0,5
PRIEST,9144380266,M,22,67,Central,8,Central,Commerce,Commerce,80,1,63,Mkt&Fin,,1,2
LIPSCOMB,7924195693,M,22,71,Others,54,Others,Commerce,BBA,70,0,76,Mkt&Fin,,1,3
CUTLER,7285707148,M,24,91,Others,50,Others,Science,MBA,70,0,84,Mkt&HR,94,0,3
CABALLERO,6526065926,M,26,69,Central,98,Central,Science,MBA,80,0,100,Mkt&HR,36,1,3
ZIMMER,8774750672,M,22,54,Central,89,Central,Commerce,BBA,80,1,72,Mkt&Fin,,1,1
WILLETT,7572766922,M,22,53,Central,44,Central,Commerce,BBA,80,0,50,Mkt&Fin,,1,4
THURSTON,9173288841,M,22,68,Others,89,Others,Science,BBA,80,0,65,Mkt&HR,,1,1
STOREY,6912271429,M,24,56,Others,29,Others,Science,MBA,70,0,63,Mkt&HR,37,0,4
MEDLEY,9487932289,M,21,36,Central,13,Others,Commerce,BBA,80,0,82,Mkt&Fin,,0,3
LYLE,8589653586,F,26,29,Others,72,Others,Science,MBA,80,0,62,Mkt&HR,81,1,3
EPPERSON,7308446387,M,22,62,Others,62,Central,Commerce,Commerce,70,1,65,Mkt&Fin,,1,2
SHAH,8817384581,M,22,68,Others,56,Others,Commerce,BBA,80,0,41,Mkt&Fin,,1,2
MCMILLIAN,6486099656,M,21,47,Others,48,Others,Commerce,Commerce,80,0,95,Mkt&Fin,,0,5
BAGGETT,7487364168,M,22,62,Central,6,Central,Commerce,BBA,80,0,24,Mkt&Fin,,1,2
TORREZ,8979824164,M,24,79,Others,35,Others,Science,MBA,80,0,78,Mkt&HR,96,0,1
LAWS,8068913177,M,24,73,Central,85,Central,Science,MBA,70,1,85,Mkt&HR,44,0,1
HIRSCH,7831499551,M,27,66,Others,49,Others,Science,MBA,80,0,87,Mkt&HR,73,2,1
DENT,9221067985,M,22,51,Others,19,Others,Commerce,BBA,70,0,75,Mkt&Fin,,1,5
COREY,6669210202,M,21,51,Central,29,Central,Science,BBA,80,0,51,Mkt&HR,,0,5
POIRIER,7946239298,M,21,85,Central,30,Central,Commerce,BBA,80,0,59,Mkt&Fin,,0,5
PEACHEY,7061249238,M,21,97,Others,89,Others,Science,BBA,70,0,75,Mkt&HR,,0,1
JACQUES,7160585644,M,21,75,Others,85,Others,Science,BBA,70,0,45,Mkt&HR,,0,4
